path,name,ext,size_bytes,sha256,acquired_at_utc7
/mnt/data/Apple-Suport-History-2025-Jun.csv,Apple-Suport-History-2025-Jun.csv,.csv,2580,4b81217c6f6a05d8db10e426d2ef1faa850b50e473721bff15449dd7cad4e238,2025-09-14 08:26:24+0700
/mnt/data/2025-06-11-bug-type-202-duration.docx,2025-06-11-bug-type-202-duration.docx,.docx,16616,d5ede05aa3effbafeab5e0917c79c794cd2017e8cbf2a9e290c40733023cc211,2025-09-14 08:26:24+0700
/mnt/data/2025-06-11-Analytics-Logs-2.zip,2025-06-11-Analytics-Logs-2.zip,.zip,36892,875541cecfbaf3dbb8fc90157c1f610b5b0ac8667f2fd85c9593ac824683bf31,2025-09-14 08:26:24+0700
/mnt/data/H.zip,H.zip,.zip,3708645,f3865c3f6cafe9f7f65baecc0bc4742d4ea0d752b219250b28c7571045c5eba9,2025-09-14 08:26:24+0700
/mnt/data/Tajima.zip,Tajima.zip,.zip,5798,cca060698fefa90239c46390a6406398c69c7953289086cdf27b20cea5aa8883,2025-09-14 08:26:24+0700
/mnt/data/Text-12-bug-type-288-2025-0611.zip,Text-12-bug-type-288-2025-0611.zip,.zip,64539,b295ed1c291283fb16a7363998d7417ff64d95e7cd0dbde737da9f975651b8e9,2025-09-14 08:26:24+0700
/mnt/data/part1.zip,part1.zip,.zip,10891245,bf9515d0fb82f4487c1e50506525dd92a1a0d7b001eee3f4b35cdaa6ddbaf9b4,2025-09-14 08:26:24+0700
/mnt/data/part2.zip,part2.zip,.zip,17777630,d7292c7d55f13bd3e5bfe1cc749f962df3a1dd55ead7fa07b18347ea60a743b2,2025-09-14 08:26:24+0700
/mnt/data/part3.zip,part3.zip,.zip,9702200,a0a247ae8195edbef52a1f43d714dcfe3c425da82a9be4dbeea310ce09c7ca2b,2025-09-14 08:26:24+0700
